Obj_name,PGC,EGIPS,RAJ2000,DEJ2000,Coord,max_prob
Obj_15540,1293803,EGIPS J224950.8+060326,342.46195,6.0573783,J224950.87+060326.6,0.93
Obj_12911,1485155,EGIPS J172839.2+152717,262.1635411,15.4548385,J172839.25+152717.4,0.93
Obj_15210,997487,EGIPS J222324.8-085522,335.8536338,-8.9230312,J222324.87-085522.9,0.93
Obj_9570,4003599,EGIPS J132814.9+573013,202.0622378,57.5036813,J132814.94+573013.3,0.93
Obj_6574,3094728,EGIPS J102655.4+102234,156.7310627,10.3762069,J102655.46+102234.3,0.93
Obj_8505,1659550,EGIPS J122324.3+215405,185.8514999,21.9013947,J122324.36+215405.0,0.93
Obj_13212,2129281,EGIPS J175806.0+383100,269.5252379,38.5169225,J175806.06+383100.9,0.93
Obj_568,       ,EGIPS J004138.2+020659,10.4092893,2.1164401,J004138.23+020659.2,0.93
Obj_4983,       ,EGIPS J082935.0-200746,127.3960795,-20.1295698,J082935.06-200746.5,0.93
Obj_2541,1471881,EGIPS J032212.2+145822,50.5508512,14.9730447,J032212.20+145823.0,0.93
Obj_12102,1378305,EGIPS J162324.8+102112,245.8534573,10.3535199,J162324.83+102112.7,0.93
Obj_1606,90582,EGIPS J020313.3-083455,30.8056464,-8.582192,J020313.36-083455.9,0.93
Obj_2676,3662933,EGIPS J033708.6+063445,54.2859017,6.5792596,J033708.62+063445.3,0.93
Obj_13852,92548,EGIPS J194150.0-240920,295.4586047,-24.1555815,J194150.07-240920.1,0.93
Obj_5546,2101211,EGIPS J091456.9+372729,138.7371904,37.4580783,J091456.93+372729.1,0.93
Obj_13213,       ,EGIPS J175827.3+520036,269.6138429,52.0101105,J175827.32+520036.4,0.93
Obj_3465,       ,EGIPS J053609.0-260236,84.037647,-26.0434706,J053609.04-260236.5,0.93
Obj_7826,1002213,EGIPS J114104.7-083320,175.2697592,-8.5557471,J114104.74-083320.7,0.93
Obj_14028,64187,EGIPS J200942.7+721617,302.4281319,72.2715328,J200942.75+721617.5,0.93
Obj_7974,2103164,EGIPS J114958.8+373211,177.4953399,37.5365479,J114958.88+373211.6,0.93
Obj_4986,2638638,EGIPS J082950.2+623243,127.4594696,62.5453046,J082950.27+623243.1,0.93
Obj_10089,50094,EGIPS J140335.9-020754,210.8996427,-2.1317338,J140335.91-020754.2,0.93
Obj_14483,3937845,EGIPS J211100.1+172159,317.7505572,17.3666345,J211100.13+172159.9,0.93
Obj_3800,2790177,EGIPS J064610.6+855215,101.5443535,85.8710225,J064610.64+855215.7,0.92
Obj_16064,       ,EGIPS J233325.7+043433,353.3572348,4.5760399,J233325.74+043433.7,0.92
Obj_6960,2312482,EGIPS J105224.0+481205,163.1000903,48.2015768,J105224.02+481205.7,0.92
Obj_12659,2743642,EGIPS J170350.3+712950,255.9598879,71.4973781,J170350.37+712950.6,0.92
Obj_822,173276,EGIPS J010057.9-025117,15.241556,-2.8549404,J010057.97-025117.8,0.92
Obj_6533,1546561,EGIPS J102428.4+175803,156.1186586,17.9676061,J102428.48+175803.4,0.92
Obj_3154,16033,EGIPS J044800.0+084242,72.0004154,8.7117471,J044800.10+084242.3,0.92
Obj_4080,4666967,EGIPS J071508.8+042355,108.7867468,4.3987686,J071508.82+042355.6,0.92
Obj_3607,4666836,EGIPS J060658.6+434831,91.7442175,43.8087835,J060658.61+434831.6,0.92
Obj_5651,3741285,EGIPS J092206.0+374021,140.5250761,37.6727175,J092206.02+374021.8,0.92
Obj_14401,942315,EGIPS J210156.8-130816,315.4867721,-13.1378061,J210156.83-130816.1,0.92
Obj_14929,       ,EGIPS J220127.7-104710,330.3654992,-10.7862946,J220127.72-104710.7,0.92
Obj_3090,6758569,EGIPS J043931.8+193411,69.8828417,19.5698078,J043931.88+193411.3,0.92
Obj_6742,3537923,EGIPS J103901.8+111618,159.7575055,11.2718497,J103901.80+111618.7,0.92
Obj_6238,4091475,EGIPS J100354.6+332449,150.9775506,33.4138358,J100354.61+332449.8,0.92
Obj_2667,3662717,EGIPS J033629.8+160407,54.1243588,16.0688638,J033629.85+160407.9,0.92
Obj_10287,2575904,EGIPS J141454.7+581239,213.7280012,58.2109828,J141454.72+581239.5,0.92
Obj_2179,2152929,EGIPS J024914.0+393705,42.308397,39.6181902,J024914.02+393705.5,0.92
Obj_6332,892255,EGIPS J101015.7-165232,152.5654354,-16.8757593,J101015.70-165232.7,0.92
Obj_12335,1624492,EGIPS J163940.6+202042,249.9192046,20.3451628,J163940.61+202042.6,0.92
Obj_68,1080508,EGIPS J000531.4-025329,1.381028,-2.8914707,J000531.45-025329.3,0.92
Obj_11188,54752,EGIPS J152043.0+085628,230.1793718,8.9413839,J152043.05+085629.0,0.92
Obj_16062,       ,EGIPS J233321.7+312248,353.3405233,31.3801973,J233321.73+312248.7,0.92
Obj_9362,919165,EGIPS J131448.5-145049,198.702219,-14.8472107,J131448.53-145050.0,0.92
Obj_4802,1716951,EGIPS J081605.0+244824,124.0212469,24.8066961,J081605.10+244824.1,0.92
Obj_4412,3130476,EGIPS J074840.0+433341,117.1669595,43.5615553,J074840.07+433341.6,0.92
Obj_7275,91088,EGIPS J111027.1+344316,167.6130173,34.7212546,J111027.12+344316.5,0.92
Obj_9643,1044682,EGIPS J133307.0-052634,203.2793379,-5.4429257,J133307.04-052634.5,0.92
Obj_6805,2330720,EGIPS J104242.3+485941,160.6765336,48.9948709,J104242.37+485941.5,0.92
Obj_3413,923077,EGIPS J052455.7-143324,81.2321553,-14.5567099,J052455.72-143324.2,0.92
Obj_12287,3388395,EGIPS J163558.0+400021,248.9918139,40.0059096,J163558.04+400021.3,0.92
Obj_8978,91234,EGIPS J125226.8+785754,193.1117299,78.9650899,J125226.82+785754.3,0.92
Obj_14716,1377731,EGIPS J213957.7+101855,324.9906669,10.3152999,J213957.76+101855.1,0.92
Obj_2782,145795,EGIPS J034943.2-031534,57.4303072,-3.2596752,J034943.27-031534.8,0.92
Obj_11968,1512952,EGIPS J161429.4+163702,243.622892,16.6174841,J161429.49+163702.9,0.92
