Obj_name,PGC,EGIPS,RAJ2000,DEJ2000,Coord,max_prob
Obj_11115,54424,EGIPS J151456.9+011116,228.7374372,1.1879599,J151456.98+011116.7,0.75
Obj_2418,11851,EGIPS J031019.6-222418,47.581903,-22.4050673,J031019.66-222418.2,0.75
Obj_2198,10766,EGIPS J025017.7-083549,42.5738615,-8.5971554,J025017.73-083549.8,0.75
Obj_9690,1327539,EGIPS J133604.9+073937,204.0206917,7.660411,J133604.97+073937.5,0.75
Obj_4677,22815,EGIPS J080739.0+743504,121.9127043,74.5846025,J080739.05+743504.6,0.75
Obj_9380,1371330,EGIPS J131527.9+095244,198.8662569,9.8789187,J131527.90+095244.1,0.75
Obj_4805,3728473,EGIPS J081623.6+222259,124.098519,22.3831695,J081623.64+222259.4,0.75
Obj_11494,55959,EGIPS J154528.9+263611,236.3708248,26.603181,J154529.00+263611.5,0.75
Obj_11248,1010331,EGIPS J152539.2-075740,231.413658,-7.9613283,J152539.28-075740.8,0.75
Obj_11276,1258506,EGIPS J152737.4+034659,231.9060014,3.7831003,J152737.44+034659.2,0.75
Obj_7122,1073318,EGIPS J110113.0-031733,165.3042806,-3.2925634,J110113.03-031733.2,0.74
Obj_11351,1823047,EGIPS J153356.3+275850,233.4849666,27.9806375,J153356.39+275850.3,0.74
Obj_3781,4666910,EGIPS J064335.4+153659,100.8976156,15.6165075,J064335.43+153659.4,0.74
Obj_8690,41808,EGIPS J123417.1+272708,188.5714423,27.4523488,J123417.15+272708.5,0.74
Obj_16235,864183,EGIPS J234602.8-184503,356.5116701,-18.75111,J234602.80-184504.0,0.74
Obj_4932,23643,EGIPS J082547.5+280705,126.4483062,28.1183163,J082547.59+280705.9,0.74
Obj_12990,2309013,EGIPS J173634.6+480129,264.1441814,48.0248071,J173634.60+480129.3,0.74
Obj_5625,1192934,EGIPS J092028.1+012228,140.1171293,1.37459,J092028.11+012228.5,0.74
Obj_1527,7254,EGIPS J015621.1+372707,29.088061,37.4521048,J015621.13+372707.6,0.74
Obj_2199,2797482,EGIPS J025040.0+531611,42.666745,53.2697635,J025040.02+531611.1,0.74
Obj_3991,       ,EGIPS J070729.6+345201,106.8733343,34.8671165,J070729.60+345201.6,0.74
Obj_4728,       ,EGIPS J081138.4+633931,122.9101726,63.6588429,J081138.44+633931.8,0.74
Obj_48,258,EGIPS J000344.7+041753,0.9364717,4.2981791,J000344.75+041753.4,0.74
Obj_15775,       ,EGIPS J230909.9+312922,347.2913946,31.4896252,J230909.93+312922.7,0.74
Obj_2467,3655743,EGIPS J031534.6+050649,48.8944981,5.1138183,J031534.68+050649.7,0.74
Obj_13372,1871206,EGIPS J181626.3+293523,274.1098293,29.5899496,J181626.36+293523.8,0.74
Obj_14484,66277,EGIPS J211104.8-295950,317.7701387,-29.9973302,J211104.83-295950.4,0.74
Obj_13685,62882,EGIPS J191146.9-210957,287.9455364,-21.1659724,J191146.93-210957.5,0.74
Obj_13773,       ,EGIPS J192747.5+551215,291.9481458,55.2043815,J192747.56+551215.8,0.74
Obj_8306,38788,EGIPS J121057.9+635453,182.741389,63.9148146,J121057.93+635453.3,0.74
